millis, accelx, accely, accelz, v_x, v_y, v_z, p_x, p_y, p_z
0.034, 0.0018066466, 0.003721401, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.005395502, 0.0031232536, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.0011840761, -0.0034563318, 0.033462524, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.032, -0.006567389, -0.0046526194, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0029785335, -0.0058489144, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.002380371, -0.0076433495, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0018066466, -0.0082414895, 0.021499634, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0018066466, -0.008839637, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0011840761, -0.0082414895, 0.0155181885, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -5.8594346E-4, -0.007045202, 0.012527466, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.006567389, -0.0034563318, 0.012527466, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0041747987, 1.3253093E-4, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, 1.218915E-5, 0.001328826, 0.020302773, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, -0.0035766661, -0.0028581917, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0012084842, -0.0046526194, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, -5.8594346E-4, -0.0016618967, 0.012527466, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.008361816, -0.0046526194, 0.023293495, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0017822385, -0.0034563318, 0.024490356, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.006567389, 7.3067844E-4, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.007763684, -0.0016618967, 0.034658432, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.032, -0.006567389, -0.0022600442, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, -0.0071655214, 7.3067844E-4, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.005969256, 0.001328826, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.0053710938, 1.3253093E-4, 0.0155181885, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.004772961, -0.0010637566, 0.017910957, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.0041747987, -0.0022600442, 0.020302773, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, -0.0071655214, -0.0034563318, 0.01731205, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0071655214, -4.6560913E-4, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.008361816, -0.0016618967, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.008959979, 0.0031232536, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0071655214, 0.0043195486, 0.02508831, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0041747987, 0.007908411, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.002380371, 0.007908411, 0.016116142, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.005969256, 0.0043195486, 0.01731205, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0041747987, 0.0031232536, 0.017910957, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.004772961, 0.001328826, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.007763684, 7.3067844E-4, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.002380371, 0.0025251135, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 1.218915E-5, 0.0067121238, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 6.1035156E-4, 0.0073102713, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, 0.0049176887, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.004772961, 0.005515836, 0.035855293, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.006567389, -0.0022600442, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, -0.0046526194, 0.034658432, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.011352539, -0.005250767, 0.036453247, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.008959979, -0.0082414895, 0.03286457, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.006567389, -0.0040544793, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.007763684, -0.0016618967, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.004772961, 0.0049176887, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0041747987, 0.0061139762, 0.020302773, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.006567389, 0.0043195486, 0.022097588, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.008361816, 0.0049176887, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.012548834, 0.001328826, 0.032265663, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.013146967, 1.3253093E-4, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, -0.014941424, 7.3067844E-4, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.015539557, 0.001328826, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0119507015, 0.001926966, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.010754406, 1.3253093E-4, 0.024490356, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.006567389, 1.3253093E-4, 0.029873848, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0071655214, -0.0034563318, 0.03406048, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.005969256, -0.0034563318, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, -0.0041747987, -0.0010637566, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.005969256, 1.3253093E-4, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.032, -0.0053710938, -0.0010637566, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, 1.218915E-5, 0.001926966, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, 0.0025251135, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0030029118, 1.3253093E-4, 0.0155181885, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0036010742, 0.003721401, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0036010742, 0.0025251135, 0.021499634, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -5.8594346E-4, 0.001328826, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0017822385, 0.005515836, 0.03944397, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -5.8594346E-4, 0.0073102713, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, 0.003721401, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.007763684, 0.0043195486, 0.033462524, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.005969256, 0.0031232536, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.009558111, -4.6560913E-4, 0.02508831, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0071655214, 0.001926966, 0.023293495, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0017822385, -0.0016618967, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, 7.3067844E-4, 0.016714096, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, 0.0031232536, 0.016714096, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0053710938, 1.3253093E-4, 0.013723373, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.006567389, -0.0028581917, 0.016714096, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.012548834, -0.0034563318, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.013146967, -0.0046526194, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.011352539, -0.0076433495, 0.032265663, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.006567389, -0.008839637, 0.036453247, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0017822385, -0.0082414895, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0017822385, -0.010035925, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0030029118, -0.0064470544, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.005395502, -0.0082414895, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.004199207, -0.0082414895, 0.022097588, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0030029118, -0.007045202, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0018066466, -0.0076433495, 0.019106865, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, -0.0028581917, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.006567389, 0.003721401, 0.023293495, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 1.218915E-5, 0.001926966, 0.024490356, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 1.218915E-5, 0.0067121238, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, 0.0114972815, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0018066466, 0.0049176887, 0.023293495, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0059936345, 0.005515836, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0017822385, 0.010300994, 0.029873848, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.009558111, 0.005515836, 0.035855293, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.008959979, 0.0061139762, 0.03406048, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.010156244, 0.0025251135, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, -0.005969256, -0.0028581917, 0.022097588, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.005969256, -0.0010637566, 0.014920235, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0029785335, -4.6560913E-4, 0.013723373, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0012084842, 0.0031232536, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.002380371, -0.0016618967, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0029785335, 7.3067844E-4, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.0053710938, -4.6560913E-4, 0.032265663, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.0053710938, -4.6560913E-4, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0024047792, -0.0010637566, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.032, 0.0018066466, -0.0022600442, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.005395502, -0.0034563318, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0018066466, -0.007045202, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -5.8594346E-4, -0.009437777, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.002380371, -0.007045202, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0011840761, -0.0076433495, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.005969256, -4.6560913E-4, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0030029118, -0.0016618967, 0.022097588, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0012084842, 0.0049176887, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0030029118, 0.0049176887, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.006591797, 0.001328826, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0018066466, 0.0043195486, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0024047792, 0.001926966, 0.033462524, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0030029118, 1.3253093E-4, 0.034658432, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, 1.3253093E-4, 0.037649155, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0011840761, -0.0034563318, 0.04123783, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0017822385, -0.0046526194, 0.042434692, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, -0.0041747987, -0.0040544793, 0.043032646, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 6.1035156E-4, -0.0016618967, 0.045425415, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 6.1035156E-4, -0.0028581917, 0.048416138, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.005395502, -0.0028581917, 0.048416138, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, -0.0034563318, 0.04183674, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, 7.3067844E-4, 0.0370512, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0024047792, 0.001926966, 0.029873848, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, 0.003721401, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0012084842, 0.0043195486, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0047973692, 0.0043195486, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0011840761, 0.0025251135, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0012084842, 0.0031232536, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.002380371, -4.6560913E-4, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0029785335, -0.0016618967, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, 1.3253093E-4, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 6.1035156E-4, -0.0010637566, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -5.8594346E-4, -0.0016618967, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, 0.0024047792, 0.001328826, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0018066466, 0.001926966, 0.02508831, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, 0.004199207, 0.003721401, 0.020302773, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.004199207, 0.003721401, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, 0.0030029118, 7.3067844E-4, 0.017910957, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.032, -0.0029785335, -4.6560913E-4, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, -0.0040544793, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.007763684, -0.0064470544, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.006567389, -0.010634072, 0.022695541, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, -0.0076433495, 0.03406048, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0029785335, -0.0064470544, 0.03286457, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0018066466, -0.0064470544, 0.043032646, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0029785335, -0.0064470544, 0.045425415, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0041747987, -0.0058489144, 0.0436306, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0011840761, -0.007045202, 0.03824711, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0053710938, -0.0046526194, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.002380371, -0.0046526194, 0.035256386, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0036010742, -0.0028581917, 0.040041924, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0011840761, -0.007045202, 0.036453247, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 1.218915E-5, -0.007045202, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0024047792, -0.0058489144, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, 0.001926966, 0.029873848, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0012084842, 0.0073102713, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, 0.009702846, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, 0.0012084842, 0.009702846, 0.03286457, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.038, -5.8594346E-4, 0.009104699, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0030029118, 0.005515836, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.033, 0.0030029118, 0.0031232536, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.002380371, 0.0031232536, 0.040639877, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0017822385, 7.3067844E-4, 0.03944397, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0029785335, -0.0010637566, 0.038846016, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0011840761, -0.0010637566, 0.0370512, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0012084842, -0.0010637566, 0.032265663, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -5.8594346E-4, -4.6560913E-4, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, -0.0022600442, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, -4.6560913E-4, 0.026284218, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.010156244, -0.0010637566, 0.023293495, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.010156244, 1.3253093E-4, 0.03406048, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.010754406, 0.0031232536, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.012548834, 0.0031232536, 0.022097588, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.010156244, 0.003721401, 0.026883125, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.009558111, 0.003721401, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.008959979, 0.0061139762, 0.012527466, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.004772961, 0.005515836, 0.013723373, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0035766661, 0.005515836, 0.008339882, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0011840761, 0.001926966, 0.014920235, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.010156244, -0.0022600442, 0.017910957, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.014343262, -0.005250767, 0.02748108, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.016735852, -4.6560913E-4, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.014941424, 0.005515836, 0.029873848, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.01613769, 0.0067121238, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.012548834, 0.005515836, 0.030471802, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.013146967, -0.0010637566, 0.03824711, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.011352539, -4.6560913E-4, 0.03944397, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0053710938, -0.0040544793, 0.034658432, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0017822385, 7.3067844E-4, 0.03944397, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.004199207, 7.3067844E-4, 0.0370512, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.005395502, 0.0031232536, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.004199207, 0.005515836, 0.040041924, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0012084842, 0.0049176887, 0.040041924, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0053710938, 0.0067121238, 0.036453247, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0041747987, 0.010899134, 0.0436306, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0071655214, 0.008506559, 0.040041924, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.008959979, 0.009702846, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.006567389, 0.0067121238, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.007763684, 0.001328826, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.0053710938, -0.005250767, 0.01731205, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0053710938, -0.0028581917, 0.02090168, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -5.8594346E-4, -0.0016618967, 0.019704819, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 1.218915E-5, 7.3067844E-4, 0.0155181885, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0030029118, 0.0025251135, 0.020302773, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.007788092, 0.0031232536, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0059936345, 0.003721401, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, 0.0036010742, -0.0016618967, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0017822385, -0.0040544793, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.0041747987, -0.0022600442, 0.03166771, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.036, -0.008959979, -0.0022600442, 0.028676987, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, -0.006567389, 0.0031232536, 0.031069756, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, -0.0071655214, 0.005515836, 0.028079033, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.037, -0.007763684, 0.0073102713, 0.025686264, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.005395502, 0.008506559, 0.01731205, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.005395502, 0.0067121238, 0.023892403, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.034, 0.0030029118, 0.003721401, 0.024490356, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0036010742, 7.3067844E-4, 0.02927494, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.006591797, -0.0010637566, 0.034658432, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
0.035, 0.0012084842, -0.0034563318, 0.03406048, 0.0, 0.0, 0.0, 249.90138, 250.11607, 249.57162
